,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
330,331,7126,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7126,7126,Kyl- och värmepumpstekniker m.fl.,Installerar och servar kyl- och värmepumpsanläggningar samt tillhörande styr- och övervakningssystem.,['He installs and supervises the cooling and heating systems and the associated control and surveillance systems.']
331,332,7131,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7131,7131,Målare,Underbehandlar och målar byggnader in- och utvändigt. Spänner väv och tapetserar. Underbehandlar och målar anläggningar och konstruktioner av olika slag.,['Repairs and paints buildings both inside and outside; cuts wool and carpet; repairs and paints facilities and structures of various kinds.']
332,333,7132,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7132,7132,Lackerare och industrimålare,Underbehandlar och lackerar produkter av olika slag och material. Förser ytor med emalj eller annat ytlager.,"['It handles and paints products of different grades and materials, supplies surfaces with enamel or other floor materials.']"
333,334,7133,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7133,7133,Skorstensfejare,Sotar rökgasvägar i eldstäder och skorstenar. Rengör imkanaler och köksfläktar. Kontrollerar värmeanläggningar och gör täthetsprövningar och rökgasanalyser.,"[""They're sweeping up smoke-gas roads in heating cities and in tar sands, they're sweeping up trash yards and kitchen entrances, they're inspecting heating facilities, and they're doing density tests and smoke gas analyses.""]"
334,335,7134,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7134,7134,Saneringsarbetare m.fl.,"Röjer upp, rengör och återställer platser och lokaler efter olyckor, utsläpp eller skadeangrepp. Sanerar fastigheter från t.ex. asbest eller mögel samt rengör ventilationsaggregat.","['Repairs, cleans and restores sites and communities after accidents, emissions or damage, repairs properties like asbestos or mold, and cleans air conditioning units.']"
335,336,7211,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7211,7211,Gjutare,Gjuter föremål i olika material på hantverksmäs­sigt sätt. Tillverkar gjutformar och gjutkärnor.,"['She makes objects out of different materials in very artisanal ways, makes knitting shapes and knitting cups.']"
336,337,7212,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7212,7212,Svetsare och gasskärare,"Svetsar och löder samman metalldelar i samband med tillverkning, montering och reparation av metallprodukter. Utför specialiserat svetsningsarbete på röranläggningar. Skär ut detaljer i olika metalliska material och kapar exempelvis grovplåtar, balkar och skrot med skärbrännare eller skärmaskin.","['He welds and welds metal parts for the manufacture, construction and repair of metal products. He specializes in welding at plumbing plants, cutting details in different metal materials, for example, cutting sawdust, bars and scrap with a cut-off board or a cut-off machine.']"
337,338,7213,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7213,7213,Byggnads- och ventilationsplåtslagare,"Monterar tak- och fasadbeklädnader av plåt. Tillverkar och monterar plåtdetaljer efter ritningar eller egna måttagningar. Utför underhållskontroller av tidigare utförda plåtarbeten på tak och fasader. Installerar ventilationssystem i byggnader. Monterar ventilationskanaler med tillhörande fläktar och aggregat, utför service och reparerar systemen. Kontrollerar till- och frånluftsventilation.","['He assembles plastic roofing and facade fittings, makes and installs custom-built, custom-built, in-house mountings, performs maintenance controls of previously performed plastic roofing and facade fittings, installs ventilation systems in buildings, assembles ventilation channels with fittings and fittings, performs servicing and repairs the systems, inspects in- and out-of-air ventilation.']"
338,339,7214,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7214,7214,Tunnplåtslagare,"Tillverkar, monterar och reparerar produkter och konstruktioner av tunnplåt. Reparerar skador och byter plåtdetaljer på fordon. Kontrollerar, reparerar och rengör cisterner. Framställer och reparerar föremål i koppar, mässing och tenn.","['Manufactures, assembles and repairs products and structures of low-volume plastic, repairs damage and replaces fuel particles in vehicles, inspects, repairs and cleans tanks, displays and repairs objects in pots, in brass and clay.']"
339,340,7215,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7215,7215,Stålkonstruktionsmontörer och grovplåtslagare,"Tillverkar och monterar detaljer till konstruktioner av grovplåt. Tillverkar, monterar, uppför och reparerar tunga metallbalkar och plåtar till stålkonstruktioner och ställningar.","['Works on and assembles details for rough plastic constructions, works on and assembles, lifts and repairs heavy metal bars and sheets for steel structures and tiles.']"
340,341,7221,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7221,7221,Smeder,"Formar järn eller stål med hjälp av hammare eller press inom verkstads- och byggnadssmide, stålverk och plåtslagerier. Tillverkar konstruktions-, inrednings- och utsmyckningsdetaljer i samband med byggnation eller renoveringsarbeten.","['Forms iron or steel with the help of hammers or pulleys in industrial and building assemblies, steel mills and plastics, makes structural, interior and decorative parts in connection with building or renovation work.']"
341,342,7222,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7222,7222,Verktygsmakare,"Tillverkar, justerar och reparerar formverktyg för plast- eller metallprodukter samt klipp- och bockverktyg. Utför verktygsfräsning, verktygssvarvning och gnistbearbetning samt bänkarbete.","['Repairs, repairs and repairs molding tools for plastic and metal products and cutting and bending tools, performs tool milling, tool assembly and grinding and bench work.']"
342,343,7223,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7223,7223,"Maskinställare och maskinoperatörer, metallarbete","Sköter, styr och övervakar hel- och halvautomatiska maskiner som bearbetar arbetsstycken av metall eller liknande material genom borrning, hyvling, svarvning, fräsning, gängning, slipning, svetsning m.m. Programmerar datorstyrda maskiner och korrigerar program. Sköter maski­ner som bearbetar och skär material med hjälp av elektroner. Hanterar maskiner som formar detaljer i metall genom pressning eller tryck samt maskiner som kapar eller klipper metallprodukter. Sätter upp, utprovar och besiktigar verktyg. Ställer in och programmerar hel- och halvautomatiska verktygsmaskiner.","['Cuts, controls and supervises fully and semi-automatic machines that process metal or similar workpieces by drilling, welding, sewing, milling, cutting, welding, etc. Programs computer-driven machines and corrects programs. Cuts machines that process and cut materials using electrons. Cuts machines that shape details in metal by pressing or pushing, as well as machines that cut or grind metal products. Cuts, tests and modifies tools. Sets and programs fully and semi-automatic tool machines.']"
343,344,7224,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7224,7224,Slipare m.fl.,Slipar verktyg samt hyvlar och polerar metallytor med hjälp av handverktyg och maskiner.,['Cuts tools and glues and polishes metal sheets using hand tools and machines.']
344,345,7231,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7231,7231,Motorfordonsmekaniker och fordonsreparatörer,"Analyserar fel, underhåller och reparerar moto­rer till motorfordon och båtar. Reparerar och utför service på motorcyklar, personbilar, lastbilar, långtradare, trailrar, bussar, traktorer samt cyklar. Underhåller och reparerar lantbruks-, skogs-, entreprenad- och anläggningsmaskiner. Beställer, lagerhåller och säljer reservdelar och tillbehör.","['It analyzes bugs, maintains and repairs motorcycles and boats, repairs and services motorcycles, passenger cars, trucks, bicycles, scooters, buses, tractors and bicycles, maintains and repairs agricultural, forestry, entrepreneurial and planting machines, orders, stockpiles and sells spare parts and accessories.']"
345,346,7232,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7232,7232,Flygmekaniker m.fl.,"Underhåller och reparerar flygmotorer, flygplan och helikoptrar. Funktionsprovar instrument, manöversystem och motorer.","['Maintenance and repair of aircraft engines, airplanes and helicopters, testing of instruments, control systems and engines.']"
346,347,7233,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7233,7233,Underhållsmekaniker och maskinreparatörer,"Installerar, reparerar och utför service på industrimaskiner och mekanisk utrustning. Underhåller och reparerar fartygsmotorer och andra motorer (utom motorfordons- och flygmotorer) samt rälsfordon.","['Installs, repairs and operates industrial machinery and mechanical equipment, maintains and repairs ship engines and other engines — including motor vehicles, aircraft engines — as well as passenger cars.']"
347,348,7311,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7311,7311,Finmekaniker,"Tillverkar, installerar, justerar och reparerar tekniska och vetenskapliga precisionsinstrument. Tillverkar och reparerar lås och vapen. Justerar och reparerar hjälpmedel och utrustning för personer med funktionsnedsättning. Monterar och utför service på lås och inpasseringssystem samt dyrkar upp lås och tillverkar nycklar. Reparerar, rengör, justerar och säljer ur.","['Repairs, installs, modifies and repairs high-precision scientific and technical instruments, repairs locks and weapons, repairs assistive devices and equipment for people with disabilities, assembles and operates locks and fitting systems, hones locks and makes components, repairs, cleans, modifies and sells.']"
348,349,7312,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7312,7312,Guld- och silversmeder,"Formger, tillverkar, graverar och reparerar guld- och silversmedsvaror, konsthantverk och andra föremål i ädelmetall. Slipar ädelstenar samt infattar och monterar stenar och pärlor.","['He molds, manufactures, carries out the engraving and repair of gold and silver artifacts, fine arts and other precious metal objects, carries out the polishing of precious stones and the picking and mounting of stones and pearls.']"
349,350,7319,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7319,7319,Musikinstrumentmakare och övriga konsthantverkare,"Utför övrigt arbete inom finmekanik och konst­hantverk än inom 7311<U+0096>7312. Exempel på arbetsuppgifter: Tillverkar, reparerar och stämmer musikinstrument. Tillverkar bruks- eller prydnadsföremål av glas, keramik, trä, halm, garn, läder, sten, horn m.m. på hantverksmässigt sätt. Slöjdar, täljer, stickar, broderar, väver, knypplar etc.","['Incidentally, work in fine mechanics and crafts, rather than in 7311 or 7312. Example of work: Making, repairing and fixing musical instruments. Manufacturing, domesticating or decorating objects of glass, ceramics, wood, hemp, pottery, leather, stone, horn, etc., in a very artisanal manner. Sewing, tailoring, knitting, embroidery, weaving, crocheting, etc.']"
350,351,7321,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7321,7321,Prepresstekniker,"Tar emot, kvalitetsbedömer, anpassar och justerar material inför tryckning.","['It accepts, qualifies, adapts and adjusts materials for printing.']"
351,352,7322,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7322,7322,Tryckare,"Sköter, ställer in och anpassar tryckpressen. Övervakar, mäter och kontrollerar tryckprocessen.","['He cuts, he puts in, he adjusts the pressure, he monitors, he measures and he controls the pressure.']"
352,353,7323,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7323,7323,Bokbindare m.fl.,"Sköter och övervakar maskiner som binder böcker, broschyrer, tidskrifter m.m. Utför hantverksmässig bokbindning med hjälp av skär­maskiner och pappersklippare.","['Cutting and supervising machines that bind books, brochures, journals, etc. Performing artisanal bookbinding using cutting machines and paper clippers.']"
353,354,7411,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7411,7411,Installations- och serviceelektriker,Gör elinstallationer i byggnader. Utför felsökning och reparationer på elektriska anläggningar.,['Install electricity in buildings; troubleshoot and repair electrical installations.']
354,355,7412,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7412,7412,Industrielektriker,"Installerar, underhåller och reparerar elektriska anläggningar i exempelvis industrilokaler. Underhåller och utför felsökning av utrustningar som styr olika processer inom industrin. Felsöker och reparerar elsystem i fordon, flygplan och på fartyg.","['Installs, maintains and repairs electrical installations, for example, in industrial facilities; maintains and corrects equipment that controls industrial processes; detects and repairs electrical systems in vehicles, airplanes and ships.']"
355,356,7413,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7413,7413,Distributionselektriker,"Bygger, underhåller och reparerar ledningsnät som består av luftledning eller jordkabel. Under­håller och reparerar ställverk och transformator­stationer. Besiktigar ställverk och åtgärdar fel i ledningsnätet.","['They build, maintain and repair networks of air or ground wires, maintain and repair stations and transformers, destroy stations and do things wrong with the network.']"
356,357,7420,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7420,7420,Elektronikreparatörer och kommunikationselektriker m.fl.,"Installerar och reparerar data- och telenät samt larm och signalsystem. Installerar, reparerar och utför service på hemelektronik.","['Repairs and installs data and telecommunications systems and alarm systems and signal systems, and repairs and maintains home electronics.']"
357,358,7521,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7521,7521,"Manuella ytbehandlare, trä",Applicerar manuellt färg eller lack på trä eller träbaserat skivmaterial.,['Manually apply paint or lacquer to wood or wood-based scaffolding.']
358,359,7522,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7522,7522,"Fin-, inrednings- och möbelsnickare","Tillverkar och reparerar möbler, modeller, båtar och andra träprodukter på hantverksmässigt sätt. Tillverkar, monterar och reparerar inredningar för exempelvis affärer, banker och restauranger.","['They artisanally make and repair furniture, models, boats and other wood products, and they make and install and repair interiors for, say, shops, banks and restaurants.']"
359,360,7523,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7523,7523,"Maskinsnickare och maskinoperatörer, träindustri",Ställer in hel- och halvautomatiska träbearbetningsmaskiner samt utför bearbetning.,['You put in all- and semi-automatic woodworking machines and do the machining.']
360,361,7531,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7531,7531,Skräddare och ateljésömmerskor m.fl.,"Tar fram förslag till modeller, tillverkar mallar och mönster. Skär ut plaggdelar och andra detaljer i tyg, skinn och andra material för tillverkning av kläder och andra konfektionspro­dukter. Designar och syr klädesplagg efter kunders önskemål. Ändrar och lagar kläder av tyg och pälsskinn.","['Suggest models, make molds and patterns, cut textile skins and other details into fabrics, leather, other textile materials, other confectionery materials, design and make clothing out of fabrics and leather, change and make clothing out of cloth and fur.']"
361,362,7532,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7532,7532,Sömmare,"Syr segel, kapell, tält, ryggsäckar, bilklädslar m.m. i textil eller liknande material. Monterar och syr exempelvis paraplyer och lampskärmar. Broderar för hand dekorationer på kläder och andra produkter.","['Silk sails, hats, blankets, backpacks, car seats, etc., in textile or similar materials; mounts and silk, for example, parapets and lamp screens; and, by hand, mounts decorations for clothing and other products.']"
362,363,7533,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7533,7533,Tapetserare,Stoppar och klär möbler.,['Stop and get some clothes on.']
363,364,7534,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7534,7534,Läderhantverkare och skomakare,"Avlägsnar kött, fett och hår från hudar. Bereder skinn för vidare användning. Garvar hudar genom kalkhusbehandling och spaltning. Hante­rar maskiner för att dela hudar samt färgar och mjukar upp skinn. Tillverkar och reparerar skor, väskor, sadeltyg m.m. Gör mönster för att skära till sko- och sadeldelar, väskor, sport- och andra läderartiklar. Syr läder för hand eller på maskin.","['Removes meat, fat and hair from the skin, prepares the skin for further use, chews the skin with calcium therapy and scalp dissection, operates machinery to divide the skin, paints and softens the skin, repairs shoes, bags, saddles, etc., creates patterns for cutting leather and saddles, bags, sports and other leather goods, leather by hand or by machine.']"
364,365,7611,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7611,7611,Slaktare och styckare m.fl.,"Slaktar djur samt grov- eller finstyckar djurkroppar. Tillverkar charkuterier och andra köttvaror. Konserverar kött och andra livsmedel med hjälp av saltning, torkning och rökning.","['They slaughter animals, including carcasses, or fins, they make charcuterie and other meat products, they preserve meat and other foods by salting, drying and smoking.']"
365,366,7612,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7612,7612,Bagare och konditorer,"Bakar matbröd och kaffebröd i ett bageri, konditori eller livsmedelsbutik. Tillverkar tårtor, bakelser och kakor samt desserter, handgjord choklad och konfekt.","['Bake food and coffee in a bakery, in a confectionery or at a grocery store, and make toasts and rolls and cookies and desserts, homemade chocolate and confectionery.']"
366,367,7613,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7613,7613,Provsmakare och kvalitetsbedömare,"Undersöker, avsmakar och bedömer jordbruksprodukter, matvaror och drycker.","['It examines, tastes and judges agricultural products, foodstuffs and beverages.']"
367,368,7619,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=7619,7619,Övriga livsmedelsförädlare,"Utför annat livsmedelsförädlingsarbete än inom 7611<U+0096>7613. Exempel på arbetsuppgifter: Utför gårdstillverkning, förädling och försäljning av lokalt producerade matvaror och drycker.","['Do food processing work other than 7611 7613. Example of work assignments: Do farming, farming and selling locally produced food and beverages.']"
368,369,8111,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8111,8111,Gruv- och stenbrottsarbetare,Borrar och transporterar malm från gruva. Borrar och förstärker berg vid anläggningsarbeten.,['Borrows and transports manure from mines. Borrows and reinforces rocks in assembly work.']
369,370,8112,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8112,8112,"Processoperatörer, stenkross- och malmförädlingsanläggning","Sköter, styr och övervakar anläggningar som krossar berg eller krossar, mal och anrikar malm.","['Controls, directs and oversees facilities that break down mountains or break down, dump and land dump.']"
370,371,8113,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8113,8113,Brunnsborrare m.fl.,"Monterar och styr maskiner och aggregat för borrning efter vatten, olja, mineral m.m. Monterar och sköter pumpanläggning.","['He assembles and operates machinery and equipment for drilling for water, oil, minerals, etc. He assembles and operates a pumping plant.']"
371,372,8114,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8114,8114,"Maskinoperatörer, cement-, sten- och betongvaror","Sköter och övervakar driften av anläggningar för framställning av betong eller asfalt. Sköter maskiner som genom klyvning, pressning, formning etc. framställer sten-, cement- och betongvaror samt asfalt, asbest, grafit m.m. Gör gjutfor­mar, armerar, gjuter och efterbehandlar betong­varor.","['It cuts and oversees the operation of facilities for the production of concrete and asphalt, cuts machines that, through milling, pressing, molding, etc., produce stone, cement and concrete goods, as well as asphalt, asbestos, graphite, etc., makes cast iron, armor, cast iron, and aftermarkets concrete goods.']"
372,373,8115,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8115,8115,Bergsprängare,Spränger malm från gruva och berg vid anläggningsarbeten.,['It sprays sludge from mines and rocks during construction work.']
373,374,8116,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8116,8116,Stenhuggare m.fl.,"Klyver sten till hällar eller block. Hugger, sågar, slipar och putsar sten samt graverar inskriptioner m.m. i sten.","['You chop rocks into piles or blocks, you tear rocks, you weld rocks, you twist rocks, you put inscriptions on rocks, etc.']"
374,375,8121,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8121,8121,"Maskinoperatörer, ytbehandling","Styr och övervakar maskiner och utrustning som putsar, pläterar eller ytbehandlar metall eller metallföremål i syfte att öka motståndskraften mot frätning och förslitning, för dekorativa ändamål eller för att ge metall elektriska eller magnetiska egenskaper.","['Controls and oversees machinery and equipment that drills, sinks or surface treatments for metals or metal objects in order to increase their resistance to wear and tear, for decorative purposes, or to give metals electrical or magnetic properties.']"
375,376,8122,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8122,8122,Valsverksoperatörer,Styr och övervakar valsverk i vilket stål eller andra metaller bearbetas till ämnen eller färdiga produkter.,['It monitors and supervises the processing of steel or other metals into substances or finished products.']
376,377,8129,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8129,8129,Övriga maskin- och processoperatörer vid stål- och metallverk,"Utför annat maskin- och processoperatörsarbete inom stål och metall än inom 8121<U+0096>8122. Exem­pel på arbetsuppgifter: Styr och övervakar maski­ner som drar, pressar och formar metall för att tillverka tråd, spik, stållinor, rör, stänger och liknande produkter. Övervakar och kontrollerar automatiska anläggningar för gjutning. Sköter maskiner för tillverkning av gjutformar och gjutkärnor.","['Performs machine and process operations in steel and metal other than 8121. Example of operations: Steers and oversees machinery that pulls, presses and forms metal to produce wire, spike, steel ropes, pipes, seals and the like; oversees and controls automated casting facilities; designs cutting machines for cutting shapes and cutting vessels.']"
377,378,8131,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8131,8131,"Maskinoperatörer, farmaceutiska produkter","Styr och övervakar maskiner som bearbetar, blandar och formar kemikalier och andra ämnen för att framställa farmaceutiska produkter och hygienartiklar.","['Controls and oversees machinery that processes, mixes and shapes chemicals and other substances to produce pharmaceuticals and hygiene products.']"
378,379,8132,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8132,8132,"Maskinoperatörer, kemisktekniska och fotografiska produkter","Styr och övervakar maskiner som monterar ammunition eller bearbetar kemikalier och andra ämnen för tillverkning av ammunition, sprängämnen och fyrverkerier. Styr och övervakar maskiner inom kemiskteknisk industri som tillverkar kemikaliebaserade produkter som laminat, lim, linoleum, stearinljus, halogengaser och liknande. Styr och övervakar maskiner och utrustning som framställer och förstorar fotografiska bilder eller kopierar text, bild eller ritning.","['Styrofoam oversees machinery that assembles ammunition or processes chemicals and other materials for the manufacture of ammunition, explosives and fireworks; Styrofoam oversees machinery in the chemical technology industry that manufactures chemical-based products such as laminate, glue, linoleum, Styrofoam light, halogen gases and the like; Styrofoam oversees machinery and equipment that displays and magnifies photographic images or copies text, images or drawings.']"
379,380,8141,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8141,8141,"Maskinoperatörer, gummiindustri",Styr och övervakar maskiner som blandar och valsar gummi eller som tillverkar olika produkter och detaljer av naturligt och syntetiskt gummi. Bygger upp eller regummerar gummidäck.,"['Stewards and supervises machines that blend and choose rubber or that make various products and details out of natural and synthetic rubber, builds and repairs rubber tires.']"
380,381,8142,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8142,8142,"Maskinoperatörer, plastindustri","Styr och övervakar maskiner som blandar, gjuter, formar, armerar och svetsar plastämnen och plastkompositer till olika produkter och detaljer. Bygger båtskrov m.m. i plast.","['Controls and oversees machines that blend, cast, form, weld and coat plastics and plastic composites into different products and details, builds boat hulls out of plastic, among others.']"
381,382,8143,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8143,8143,"Maskinoperatörer, pappersvaruindustri","Styr och övervakar maskiner som tillverkar påsar, kartonger, säckar, kuvert och andra produkter av papper, papp, kartong och liknande material.","['Controls and oversees machines that make bags, cartons, bags, cabinets and other products out of paper, paper, cardboard and the like.']"
382,383,8151,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8151,8151,"Maskinoperatörer, blekning, färgning och tvättning","Styr och övervakar maskiner som bleker, färgar, tvättar eller på annat sätt behandlar garner, tyger och textilprodukter. Kemtvättar textil, skinn eller läder.","[""It controls and supervises machines that light, dye, wash or otherwise treat garments, fabrics and textile products, whether it's textile, skin or leather.""]"
383,384,8159,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8159,8159,"Övriga maskinoperatörer, textil-, skinn- och läderindustri","Utför annat maskinoperatörsarbete inom textil-, skinn och läderindustri än inom 8151. Exempel på arbetsuppgifter: Hanterar maskiner för att dela hudar samt färgar och mjukar upp skinn. Ytbehandlar och polerar skinn och läder. Styr och övervakar maskiner som tillverkar skor, väskor och andra produkter i läder, skinn, garn, textil eller syntetmaterial. Styr och övervakar maskiner som tillverkar trossar, nät och snören av natur- eller syntetmaterial. Sköter maskiner som spinner, tvinnar, nystar och spolar garn och tråd.","['Performs machine-operated work in the textile, leather and leather industries other than in 8,151. Examples of tasks include: Cutting machines to divide skins and dye and soften skins; Surface handling and polishing of skins and leather; Steering and overseeing of machines to make shoes, bags and other products made of leather, leather, yarn, textile or synthetic materials; Steering and overseeing of machines to make ropes, meshes and scissors of natural or synthetic materials; Cutting machines to spin, twist, nipple and rope ropes and wires.']"
384,385,8161,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8161,8161,"Maskinoperatörer, kött- och fiskberedningsindustri","Styr och övervakar maskiner som bereder och tillagar råvaror för färdigmat samt bereder kött och fisk genom kokning, torkning, saltning eller rökning.","['Controls and oversees machinery that prepares and prepares raw materials for processing and processes meat and fish by cooking, drying, salting or smoking.']"
385,386,8162,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8162,8162,"Maskinoperatörer, mejeri","Styr och övervakar maskiner för behandling av mjölk samt för tillverkning av ost, smör och andra mejeriprodukter.","['He runs and supervises milk processing machines and the production of cheese, butter and other dairy products.']"
386,387,8163,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8163,8163,"Maskinoperatörer, kvarn-, bageri- och konfektyrindustri","Styr och övervakar maskiner som krossar, maler, blandar och på andra sätt bearbetar säd, kryddor och liknande råvaror för konsumtion eller djurfoder. Styr och övervakar maskiner och linjer som bereder deg samt formar och bakar bröd, bakverk, pasta, choklad och konfektyr.","['Stewards and oversees machines that crush, grind, mix and otherwise process seeds, spices and similar raw materials for consumption or animal feed; stewards and oversees machines and lines that prepare and shape and bake bread, bakery products, pasta, chocolate and confectionery.']"
387,388,8169,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8169,8169,Övriga maskinoperatörer inom livsmedelsindustri m.m.,"Utför annat maskinoperatörsarbete inom livsmedelsindustri m.m. än inom 8161<U+0096>8163. Exempel på arbetsuppgifter: Styr och övervakar maskiner för framställning av t.ex. fruktkonser­ver, vin, kaffe och tobak.","['Performs other machine-operated work in the food industry, for example, than in 8161, 8163. Example of operational tasks: Stewards and oversees machinery for the production of fruits, wine, coffee and tobacco, for example.']"
388,389,8171,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8171,8171,"Processoperatörer, pappersmassa",Styr och övervakar anläggningar för tillverkning av pappersmassa och utvinning av biprodukter.,['It manages and oversees facilities for the production of paper mass and the production of dairy products.']
389,390,8172,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8172,8172,"Processoperatörer, papper","Styr och övervakar anläggningar som tillverkar papper, papp m.m. av pappersmassa. Sköter maskiner för efterbehandling av papper eller kartong.","['Controls and supervises facilities that make paper, paper and other kinds of paper mass, designs machinery for the after-treatment of paper and cardboard.']"
390,391,8173,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8173,8173,"Operatörer inom sågverk, hyvleri och plywood m.m.","Styr och övervakar maskiner och utrustning som behandlar, sågar, skär och flisar trä för vidare användning. Sköter lagring, sortering och torkning av virke. Styr och övervakar maskiner och utrustning som tillverkar skiktträ, träfiber- och spånskivor. Defibrerar, limmar, pressar, torkar, stansar, sågar, sorterar etc.","['Controls and oversees machinery and equipment for processing, sewing, cutting and pruning wood for further use, storing, sorting and drying timber, controls and oversees machinery and equipment for manufacturing shrubs, wood chips and baskets, defibers, dyes, presses, dryers, rods, seams, sorters, etc.']"
391,392,8174,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8174,8174,"Maskinoperatörer inom ytbehandling, trä",Applicerar i maskinell process färg och lack på trä eller träbaserat skivmaterial.,['Applying in a mechanical process the color and lacquer of wood or wood-based inks.']
392,393,8181,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8181,8181,"Maskinoperatörer, påfyllning, packning och märkning","Styr och övervakar maskiner som tappar på flas­kor, försluter, emballerar, packar, väger samt märker och fäster fraktsedlar m.m. på produkter, förpackningar och behållare.","['Controls and supervises machines that drop bottles, seal, embalm, package, road and label and mount shipping containers, among other things, on products, packaging and containers.']"
393,394,8189,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8189,8189,Andra process- och maskinoperatörer,"Utför annat process- och maskinoperatörsarbete inom 81. Exempel på arbetsuppgifter: Styr och övervakar ugnar och andra anläggningar för tillverkning av glasmassa, glasprodukter, linser samt keramiska produkter som t.ex. kakel, keramik och tegel.","['Other process and machine operator work within 81. Example of work assignment: Supervises and supervises furnaces and other facilities for the manufacture of glass mass, glass products, lenses and ceramic products such as tiles, ceramics and tiles.']"
394,395,8191,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8191,8191,Drifttekniker vid värme- och vattenverk,"Styr och övervakar anläggningar och maskiner som framställer och distribuerar elektricitet, ånga och hetvatten. Styr anläggningar för förbränning av avfall samt för upptagning, rening och distribution av vatten. Styr kyl- och ventilationsmaskineri.","['Controls and oversees facilities and machines that produce and distribute electricity, steam and heat water; controls and oversees facilities for the incineration of waste and the removal, treatment and distribution of water; controls and oversees refrigeration and ventilation systems.']"
